300.0	   -0.932692231   -1.932692231    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
290.0	   -0.932692231   -1.932692231    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
280.0	   -0.932692232   -1.932692232    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
270.0	   -0.932692263   -1.932692263    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
260.0	   -0.932692264   -1.932692264    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
250.0	   -0.932692263   -1.932692263    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
240.0	   -0.932692263   -1.932692263    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
230.0	   -0.932692268   -1.932692268    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
220.0	   -0.932692270   -1.932692270    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
210.0	   -0.932692274   -1.932692274    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
200.0	   -0.932692279   -1.932692279    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
190.0	   -0.932692281   -1.932692281    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
180.0	   -0.932692281   -1.932692281    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
170.0	   -0.932692281   -1.932692280    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
160.0	   -0.932692297   -1.932692296    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
150.0	   -0.932692298   -1.932692298    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
140.0	   -0.932692294   -1.932692294    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
130.0	   -0.932692299   -1.932692299    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
120.0	   -0.932692316   -1.932692316    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
110.0	   -0.932692378   -1.932692377    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
100.0	   -0.932692373   -1.932692371    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
98	   -0.932692758   -1.932692756    0.000000000    0.999999998    0.000000000    0.000000000    0.000000000    0.000000000
96	   -0.932692808   -1.932692808    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
94	   -0.932692872   -1.932692872    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
92	   -0.932692955   -1.932692955    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
90	   -0.932693711   -1.932693711    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
88	   -0.932693851   -1.932693851    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
98	   -0.932692758   -1.932692756    0.000000000    0.999999998    0.000000000    0.000000000    0.000000000    0.000000000
96	   -0.932692808   -1.932692808    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
94	   -0.932692872   -1.932692872    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
92	   -0.932692955   -1.932692955    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
90	   -0.932693711   -1.932693711    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
88	   -0.932693851   -1.932693851    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
86	   -0.932694008   -1.932694008    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
84	   -0.932694518   -1.932694518    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
82	   -0.932694987   -1.932694987    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
80	   -0.932697727   -1.932697727    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
78	   -0.932698907   -1.932698907    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
76	   -0.932700317   -1.932700317    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
74	   -0.932702169   -1.932702169    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
72	   -0.932704513   -1.932704513    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
70	   -0.932708001   -1.932708001    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
68	   -0.932712003   -1.932712002    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
66	   -0.932717455   -1.932717455    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
64	   -0.932724415   -1.932724414    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
62	   -0.932734092   -1.932734091    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
60	   -0.932746131   -1.932746129    0.000000000    0.999999998    0.000000000    0.000000000    0.000000000    0.000000000
58	   -0.932762224   -1.932762224    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
56	   -0.932783291   -1.932783291    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
54	   -0.932810811   -1.932810810    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
52	   -0.932846921   -1.932846921    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
50	   -0.932894522   -1.932894521    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
49	   -0.932923578   -1.932923576    0.000000000    0.999999998    0.000000000    0.000000000    0.000000000    0.000000000
48	   -0.932956988   -1.932956988    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
47	   -0.932995317   -1.932995317    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
46	   -0.933039445   -1.933039445    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
45	   -0.933087425   -1.933087425    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
44	   -0.933145580   -1.933145580    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
43	   -0.933206618   -1.933206618    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
42	   -0.933284878   -1.933284878    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
41	   -0.933374695   -1.933374695    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
40	   -0.933478215   -1.933478215    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
39	   -0.933593414   -1.933593413    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
38	   -0.933732441   -1.933732439    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
37	   -0.933886077   -1.933886077    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
36	   -0.934014670   -1.934014670    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
35	   -0.934228357   -1.934228357    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
34	   -0.934476701   -1.934476701    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
33	   -0.934708473   -1.934708473    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
32	   -0.935034763   -1.935034763    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
31	   -0.935422993   -1.935422993    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
30	   -0.935885964   -1.935885964    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
29	   -0.936391700   -1.936391700    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
28	   -0.937018683   -1.937018682    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
27	   -0.937722893   -1.937722893    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
26	   -0.938608673   -1.938608673    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
25	   -0.939672507   -1.939672506    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
24	   -0.940939565   -1.940939564    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
23	   -0.942489470   -1.942489470    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
22	   -0.944356198   -1.944356198    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
21	   -0.946626076   -1.946626076    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
20	   -0.949623866   -1.949623865    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
19	   -0.953229378   -1.953229378    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
18	   -0.958141169   -1.958141168    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
17	   -0.963469972   -1.963469971    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
16	   -0.963908295   -1.963908295    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
15	   -0.963528942   -1.963528942    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
14	   -0.963758604   -1.963758604    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
13	   -0.965079612   -1.965079611    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
12	   -0.968719303   -1.968719303    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
11	   -0.970062192   -1.970062192    0.000000000    1.000000000    0.000000000    0.000000000    0.000000000    0.000000000
10	   -0.969187073   -1.969187072    0.000000000    0.999999999    0.000000000    0.000000000    0.000000000    0.000000000
