900.0	     0.481940633
890.0	     0.481940730
880.0	     0.481940728
870.0	     0.481940772
860.0	     0.481940852
850.0	     0.481940639
840.0	     0.481940577
830.0	     0.481940577
820.0	     0.481940585
810.0	     0.481940573
800.0	     0.481940684
790.0	     0.481940548
780.0	     0.481940594
770.0	     0.481940594
760.0	     0.481940676
750.0	     0.481940676
740.0	     0.481940587
730.0	     0.481940668
720.0	     0.481940638
710.0	     0.481940603
700.0	     0.481940556
690.0	     0.481940623
680.0	     0.481940773
670.0	     0.481940766
660.0	     0.481940805
650.0	     0.481940777
640.0	     0.481940834
630.0	     0.481940765
620.0	     0.481940799
610.0	     0.481940797
600.0	     0.481940845
590.0	     0.481940807
580.0	     0.481940839
570.0	     0.481940804
560.0	     0.481940755
550.0	     0.481940660
540.0	     0.481941001
530.0	     0.481941017
520.0	     0.481941139
510.0	     0.481941099
500.0	     0.481941063
490.0	     0.481941063
480.0	     0.481941069
470.0	     0.481941093
460.0	     0.481941045
450.0	     0.481941067
440.0	     0.481941065
430.0	     0.481941090
420.0	     0.481940933
410.0	     0.481940925
400.0	     0.481941072
390.0	     0.481941073
380.0	     0.481941018
370.0	     0.481941223
360.0	     0.481941246
350.0	     0.481941238
340.0	     0.481941241
330.0	     0.481941241
320.0	     0.481941241
310.0	     0.481941248
300.0	     0.481941248
290.0	     0.481941247
280.0	     0.481941247
270.0	     0.481941255
260.0	     0.481941256
250.0	     0.481941255
240.0	     0.481941255
230.0	     0.481941256
220.0	     0.481941256
210.0	     0.481941257
200.0	     0.481941259
190.0	     0.481941259
180.0	     0.481941259
170.0	     0.481941258
160.0	     0.481941263
150.0	     0.481941261
140.0	     0.481941252
130.0	     0.481941227
120.0	     0.481941134
110.0	     0.481940785
100.0	     0.481939413
98	     0.481938944
96	     0.481938222
94	     0.481937280
92	     0.481936055
90	     0.481934644
88	     0.481932565
98	     0.481938944
96	     0.481938222
94	     0.481937280
92	     0.481936055
90	     0.481934644
88	     0.481932565
86	     0.481929774
84	     0.481926314
82	     0.481921769
80	     0.481916593
78	     0.481908968
76	     0.481898971
74	     0.481885984
72	     0.481869029
70	     0.481846993
68	     0.481818128
66	     0.481780518
64	     0.481731298
62	     0.481667146
60	     0.481583079
58	     0.481473057
56	     0.481328778
54	     0.481139288
52	     0.480890015
50	     0.480561373
49	     0.480359418
48	     0.480127061
47	     0.479859553
46	     0.479551261
45	     0.479192782
44	     0.478782538
43	     0.478303255
42	     0.477754830
41	     0.477119698
40	     0.476383091
39	     0.475520646
38	     0.474525895
37	     0.473354931
36	     0.471993114
35	     0.470407889
34	     0.468548429
33	     0.466365854
32	     0.463794146
31	     0.460733079
30	     0.457116253
29	     0.452826773
28	     0.447673273
27	     0.441516731
26	     0.434087363
25	     0.425032062
24	     0.414038394
23	     0.400452173
22	     0.383495866
21	     0.362208766
20	     0.333895404
19	     0.296518487
18	     0.240045133
17	     0.147786139
16	     0.100512662
15	     0.076653319
14	     0.058350396
13	     0.041592138
12	     0.019422601
11	     0.003529896
10	     0.000477214
