0.0 0.0	0.0
0.2 0.165824060630691 0.142237637933963
0.4 0.31293005782858 0.238344804403463
0.6 0.396362361295069 0.283853512728214
0.8 0.444789912531357 0.307857847479056
1.0 0.466259663251399 0.317992559528971
1.5 0.411972722385315 0.291771020681865
2.0 0.291291667290208 0.225581620844412
2.5 0.195895246180594 0.163806359132405
3.0 0.136302022460901 0.119952283606528
3.5 0.0985364172045455 0.0896979068343423
4.0 0.0739218511546585 0.0688335478742511
4.5 0.0574677220695715 0.0543446583476812
5.0 0.0457255060067776 0.0437261076105772
