  -5.0000000000000000       -5.0638958321496633E-004 -0.21632286714368076     
  -4.9979995999199840       -5.0689944696499193E-004 -0.21642421494075018     
  -4.9959991998399680       -5.0741012908244820E-004 -0.21652566480972596     
  -4.9939987997599520       -5.0792163140869219E-004 -0.21662721691449088     
  -4.9919983996799360       -5.0843395579048048E-004 -0.21672887141929437     
  -4.9899979995999200       -5.0894710407999510E-004 -0.21683062848875631     
  -4.9879975995199040       -5.0946107813486978E-004 -0.21693248828786801     
  -4.9859971994398880       -5.0997587981820372E-004 -0.21703445098199453     
  -4.9839967993598719       -5.1049151099858108E-004 -0.21713651673686998     
  -4.9819963992798559       -5.1100797355009629E-004 -0.21723868571860561     
  -4.9799959991998399       -5.1152526935236212E-004 -0.21734095809368636     
  -4.9779955991198239       -5.1204340029055830E-004 -0.21744333402897800     
  -4.9759951990398079       -5.1256236825541308E-004 -0.21754581369171938     
  -4.9739947989597919       -5.1308217514325612E-004 -0.21764839724952806     
  -4.9719943988797759       -5.1360282285602317E-004 -0.21775108487040504     
  -4.9699939987997599       -5.1412431330128013E-004 -0.21785387672273113     
  -4.9679935987197439       -5.1464664839224073E-004 -0.21795677297526428     
  -4.9659931986397279       -5.1516983004780393E-004 -0.21805977379715302     
  -4.9639927985597119       -5.1569386019254307E-004 -0.21816287935792633     
  -4.9619923984796959       -5.1621874075675729E-004 -0.21826608982749823     
  -4.9599919983996799       -5.1674447367649503E-004 -0.21836940537617408     
  -4.9579915983196639       -5.1727106089353330E-004 -0.21847282617463973     
  -4.9559911982396478       -5.1779850435544356E-004 -0.21857635239397610     
  -4.9539907981596318       -5.1832680601559991E-004 -0.21867998420565182     
  -4.9519903980796158       -5.1885596783319480E-004 -0.21878372178152369     
  -4.9499899979995998       -5.1938599177325925E-004 -0.21888756529385073     
  -4.9479895979195838       -5.1991687980670474E-004 -0.21899151491527402     
  -4.9459891978395678       -5.2044863391030518E-004 -0.21909557081883604     
  -4.9439887977595518       -5.2098125606677087E-004 -0.21919973317797364     
  -4.9419883976795358       -5.2151474826472779E-004 -0.21930400216652154     
  -4.9399879975995198       -5.2204911249875881E-004 -0.21940837795871224     
  -4.9379875975195038       -5.2258435076942261E-004 -0.21951286072917733     
  -4.9359871974394878       -5.2312046508328305E-004 -0.21961745065295066     
  -4.9339867973594718       -5.2365745745291774E-004 -0.21972214790546585     
  -4.9319863972794558       -5.2419532989695012E-004 -0.21982695266256166     
  -4.9299859971994398       -5.2473408444007018E-004 -0.21993186510047999     
  -4.9279855971194237       -5.2527372311306415E-004 -0.22003688539586991     
  -4.9259851970394077       -5.2581424795281994E-004 -0.22014201372578523     
  -4.9239847969593917       -5.2635566100236520E-004 -0.22024725026768807     
  -4.9219843968793757       -5.2689796431089223E-004 -0.22035259519945291     
  -4.9199839967993597       -5.2744115993376569E-004 -0.22045804869936000     
  -4.9179835967193437       -5.2798524993257249E-004 -0.22056361094610302     
  -4.9159831966393277       -5.2853023637511158E-004 -0.22066928211879172     
  -4.9139827965593117       -5.2907612133544274E-004 -0.22077506239694705     
  -4.9119823964792957       -5.2962290689389905E-004 -0.22088095196050431     
  -4.9099819963992797       -5.3017059513712312E-004 -0.22098695098981963     
  -4.9079815963192637       -5.3071918815807031E-004 -0.22109305966566231     
  -4.9059811962392477       -5.3126868805605473E-004 -0.22119927816922486     
  -4.9039807961592317       -5.3181909693675886E-004 -0.22130560668211896     
  -4.9019803960792157       -5.3237041691227261E-004 -0.22141204538637727     
  -4.8999799959991996       -5.3292265010109927E-004 -0.22151859446445615     
  -4.8979795959191836       -5.3347579862818750E-004 -0.22162525409923878     
  -4.8959791958391676       -5.3402986462497632E-004 -0.22173202447402846     
  -4.8939787957591516       -5.3458485022938316E-004 -0.22183890577255966     
  -4.8919783956791356       -5.3514075758586592E-004 -0.22194589817899310     
  -4.8899779955991196       -5.3569758884542502E-004 -0.22205300187792451     
  -4.8879775955191036       -5.3625534616564999E-004 -0.22216021705437128     
  -4.8859771954390876       -5.3681403171071580E-004 -0.22226754389379133     
  -4.8839767953590716       -5.3737364765143753E-004 -0.22237498258206997     
  -4.8819763952790556       -5.3793419616528378E-004 -0.22248253330553130     
  -4.8799759951990396       -5.3849567943638340E-004 -0.22259019625093535     
  -4.8779755951190236       -5.3905809965554816E-004 -0.22269797160547689     
  -4.8759751950390076       -5.3962145902026408E-004 -0.22280585955679086     
  -4.8739747949589916       -5.4018575973465528E-004 -0.22291386029295487     
  -4.8719743948789755       -5.4075100400948709E-004 -0.22302197400248494     
  -4.8699739947989595       -5.4131719406225404E-004 -0.22313020087434129     
  -4.8679735947189435       -5.4188433211748246E-004 -0.22323854109792890     
  -4.8659731946389275       -5.4245242040697878E-004 -0.22334699486309903     
  -4.8639727945589115       -5.4302146116974581E-004 -0.22345556236014949     
  -4.8619723944788955       -5.4359145665164711E-004 -0.22356424377982442     
  -4.8599719943988795       -5.4416240910528811E-004 -0.22367303931331944     
  -4.8579715943188635       -5.4473432079004639E-004 -0.22378194915227892     
  -4.8559711942388475       -5.4530719397222259E-004 -0.22389097348880554     
  -4.8539707941588315       -5.4588103092500877E-004 -0.22400011251544827     
  -4.8519703940788155       -5.4645583392820291E-004 -0.22410936642521692     
  -4.8499699939987995       -5.4703160526794158E-004 -0.22421873541157525     
  -4.8479695939187835       -5.4760834723706472E-004 -0.22432821966844796     
  -4.8459691938387675       -5.4818606213643943E-004 -0.22443781939021956     
  -4.8439687937587514       -5.4876475227583329E-004 -0.22454753477173850     
  -4.8419683936787354       -5.4934441997329237E-004 -0.22465736600830982     
  -4.8399679935987194       -5.4992506755383171E-004 -0.22476731329570673     
  -4.8379675935187034       -5.5050669734908470E-004 -0.22487737683016218     
  -4.8359671934386874       -5.5108931169776585E-004 -0.22498755680837976     
  -4.8339667933586714       -5.5167291294601990E-004 -0.22509785342752869     
  -4.8319663932786554       -5.5225750344725134E-004 -0.22520826688524964     
  -4.8299659931986394       -5.5284308556159255E-004 -0.22531879737965277     
  -4.8279655931186234       -5.5342966165555568E-004 -0.22542944510932017     
  -4.8259651930386074       -5.5401723410241537E-004 -0.22554021027331056     
  -4.8239647929585914       -5.5460580528356152E-004 -0.22565109307115569     
  -4.8219643928785754       -5.5519537758916217E-004 -0.22576209370287195     
  -4.8199639927985594       -5.5578595341663215E-004 -0.22587321236894342     
  -4.8179635927185434       -5.5637753516833276E-004 -0.22598444927033748     
  -4.8159631926385273       -5.5697012525084946E-004 -0.22609580460850637     
  -4.8139627925585113       -5.5756372607759796E-004 -0.22620727858538767     
  -4.8119623924784953       -5.5815834007508984E-004 -0.22631887140341103     
  -4.8099619923984793       -5.5875396968642517E-004 -0.22643058326549245     
  -4.8079615923184633       -5.5935061736554130E-004 -0.22654241437501829     
  -4.8059611922384473       -5.5994828556857053E-004 -0.22665436493586466     
  -4.8039607921584313       -5.6054697675198863E-004 -0.22676643515239608     
  -4.8019603920784153       -5.6114669337831917E-004 -0.22687862522947502     
  -4.7999599919983993       -5.6174743792133692E-004 -0.22699093537245379     
  -4.7979595919183833       -5.6234921286023385E-004 -0.22710336578717621     
  -4.7959591918383673       -5.6295202066613788E-004 -0.22721591667997806     
  -4.7939587917583513       -5.6355586380235081E-004 -0.22732858825771110     
  -4.7919583916783353       -5.6416074474911293E-004 -0.22744138072775710     
  -4.7899579915983193       -5.6476666602585759E-004 -0.22755429429800361     
  -4.7879575915183032       -5.6537363017722733E-004 -0.22766732917681939     
  -4.7859571914382872       -5.6598163974166341E-004 -0.22778048557305719     
  -4.7839567913582712       -5.6659069724588793E-004 -0.22789376369607894     
